"","sample.no","year","date","sanctuary","status","site.new","complexity","algal.cover","size.class","count"
"290",290,2014,2014-01-27,"Green Island","No-take","Mary Cove.No-take",2,3,"legal",0
"291",291,2014,2014-01-27,"Green Island","No-take","Mary Cove.No-take",2,3,"legal",1
"292",292,2014,2014-01-27,"Green Island","No-take","Mary Cove.No-take",3,3,"legal",1
"293",293,2014,2014-01-27,"Green Island","No-take","Mary Cove.No-take",4,2,"legal",0
"294",294,2014,2014-01-27,"Green Island","No-take","Mary Cove.No-take",2,2,"legal",0
"295",295,2014,2014-01-27,"Green Island","No-take","Mary Cove.No-take",3,1,"legal",0
"296",296,2014,2014-01-27,"Green Island","No-take","Mary Cove.No-take",2,1,"legal",1
"297",297,2014,2014-01-27,"Green Island","No-take","Mary Cove.No-take",4,0,"legal",1
"298",298,2014,2014-01-27,"Green Island","No-take","Mary Cove.No-take",2,2,"legal",2
"299",299,2014,2014-01-27,"Green Island","No-take","Mary Cove.No-take",3,1,"legal",3
"300",300,2014,2014-01-27,"Green Island","No-take","Mary Cove.No-take",2,2,"legal",3
"301",301,2014,2014-01-27,"Green Island","No-take","Mary Cove.No-take",4,0,"legal",0
"302",302,2014,2014-01-27,"Green Island","No-take","Mary Cove.No-take",2,1,"legal",1
"303",303,2014,2014-01-27,"Green Island","No-take","Mary Cove.No-take",0,1,"legal",0
"304",304,2014,2014-01-27,"Green Island","No-take","Mary Cove.No-take",4,2,"legal",6
"305",305,2014,2014-01-27,"Green Island","No-take","Mary Cove.No-take",4,2,"legal",1
"306",306,2014,2014-01-27,"Green Island","No-take","Mary Cove.No-take",0,1,"legal",0
"307",307,2014,2014-01-27,"Green Island","No-take","Mary Cove.No-take",2,1,"legal",2
"308",308,2014,2014-01-27,"Green Island","No-take","Mary Cove.No-take",2,1,"legal",0
"309",309,2014,2014-01-27,"Green Island","No-take","Mary Cove.No-take",3,2,"legal",1
"310",310,2014,2014-01-27,"Green Island","No-take","Mary Cove.No-take",2,1,"legal",1
"311",311,2014,2014-01-27,"Green Island","No-take","Mary Cove.No-take",3,2,"legal",7
"312",312,2014,2014-01-27,"Armstrong Bay","Fished","Geordie Bay.Fished",1,2,"legal",0
"313",313,2014,2014-01-27,"Armstrong Bay","Fished","Geordie Bay.Fished",1,2,"legal",0
"314",314,2014,2014-01-27,"Armstrong Bay","Fished","Geordie Bay.Fished",2,2,"legal",0
"315",315,2014,2014-01-27,"Armstrong Bay","Fished","Geordie Bay.Fished",2,2,"legal",0
"316",316,2014,2014-01-27,"Armstrong Bay","Fished","Geordie Bay.Fished",2,2,"legal",0
"317",317,2014,2014-01-27,"Armstrong Bay","Fished","Geordie Bay.Fished",3,2,"legal",0
"318",318,2014,2014-01-27,"Armstrong Bay","Fished","Geordie Bay.Fished",4,0,"legal",0
"319",319,2014,2014-01-27,"Armstrong Bay","Fished","Geordie Bay.Fished",2,2,"legal",1
"320",320,2014,2014-01-27,"Armstrong Bay","Fished","Geordie Bay.Fished",2,2,"legal",0
"321",321,2014,2014-01-27,"Armstrong Bay","Fished","Geordie Bay.Fished",2,3,"legal",0
"322",322,2014,2014-01-27,"Armstrong Bay","Fished","Geordie Bay.Fished",3,1,"legal",1
"323",323,2014,2014-01-27,"Armstrong Bay","Fished","Geordie Bay.Fished",2,1,"legal",0
"324",324,2014,2014-01-27,"Armstrong Bay","Fished","Geordie Bay.Fished",2,1,"legal",0
"325",325,2014,2014-01-27,"Armstrong Bay","Fished","Geordie Bay.Fished",4,1,"legal",0
"326",326,2014,2014-01-27,"Armstrong Bay","Fished","Geordie Bay.Fished",2,2,"legal",0
"327",327,2014,2014-01-27,"Armstrong Bay","Fished","Geordie Bay.Fished",2,1,"legal",0
"328",328,2014,2014-01-27,"Armstrong Bay","Fished","Geordie Bay.Fished",2,1,"legal",0
"329",329,2014,2014-01-27,"Armstrong Bay","Fished","Geordie Bay.Fished",2,1,"legal",0
"330",330,2014,2014-01-27,"Armstrong Bay","Fished","Geordie Bay.Fished",2,2,"legal",0
"331",331,2014,2014-01-27,"Armstrong Bay","Fished","Geordie Bay.Fished",2,2,"legal",0
"332",332,2014,2014-01-27,"Armstrong Bay","Fished","Geordie Bay.Fished",2,0,"legal",0
"333",333,2014,2014-01-27,"Armstrong Bay","Fished","Geordie Bay.Fished",2,1,"legal",0
"334",334,2014,2014-01-27,"Armstrong Bay","Fished","Geordie Bay.Fished",4,3,"legal",0
"335",335,2014,2014-01-27,"Armstrong Bay","Fished","Geordie Bay.Fished",4,1,"legal",0
"336",336,2014,2014-01-27,"Armstrong Bay","Fished","Geordie Bay.Fished",4,0,"legal",0
"337",337,2014,2014-01-27,"Armstrong Bay","Fished","Geordie Bay.Fished",4,1,"legal",0
"338",338,2014,2014-01-27,"Armstrong Bay","Fished","Geordie Bay.Fished",4,0,"legal",0
"339",339,2014,2014-01-27,"Armstrong Bay","Fished","Geordie Bay.Fished",1,1,"legal",0
"340",340,2014,2014-01-27,"Armstrong Bay","Fished","Geordie Bay.Fished",4,1,"legal",0
"341",341,2014,2014-01-27,"Armstrong Bay","Fished","Geordie Bay.Fished",2,1,"legal",0
"342",342,2014,2014-01-27,"Green Island","Fished","West Salmon.Fished",1,2,"legal",0
"343",343,2014,2014-01-27,"Green Island","Fished","West Salmon.Fished",2,1,"legal",0
"344",344,2014,2014-01-27,"Green Island","Fished","West Salmon.Fished",2,2,"legal",0
"345",345,2014,2014-01-27,"Green Island","Fished","West Salmon.Fished",3,2,"legal",0
"346",346,2014,2014-01-27,"Green Island","Fished","West Salmon.Fished",3,2,"legal",0
"347",347,2014,2014-01-27,"Green Island","Fished","West Salmon.Fished",3,2,"legal",1
"348",348,2014,2014-01-27,"Green Island","Fished","West Salmon.Fished",3,3,"legal",0
"349",349,2014,2014-01-27,"Green Island","Fished","West Salmon.Fished",1,3,"legal",0
"350",350,2014,2014-01-27,"Green Island","Fished","West Salmon.Fished",2,3,"legal",0
"351",351,2014,2014-01-27,"Green Island","Fished","West Salmon.Fished",2,3,"legal",0
"352",352,2014,2014-01-27,"Green Island","Fished","West Salmon.Fished",1,2,"legal",0
"353",353,2014,2014-01-27,"Green Island","Fished","West Salmon.Fished",4,1,"legal",0
"354",354,2014,2014-01-27,"Green Island","Fished","West Salmon.Fished",1,0,"legal",0
"355",355,2014,2014-01-27,"Green Island","Fished","West Salmon.Fished",1,1,"legal",0
"356",356,2014,2014-01-27,"Green Island","Fished","West Salmon.Fished",2,3,"legal",0
"357",357,2014,2014-01-27,"Green Island","Fished","West Salmon.Fished",3,0,"legal",0
"358",358,2014,2014-01-27,"Green Island","Fished","West Salmon.Fished",4,2,"legal",0
"359",359,2014,2014-01-27,"Green Island","Fished","West Salmon.Fished",2,2,"legal",0
"360",360,2014,2014-01-27,"Green Island","Fished","West Salmon.Fished",3,1,"legal",0
"361",361,2014,2014-01-27,"Green Island","Fished","West Salmon.Fished",3,3,"legal",2
"362",362,2014,2014-01-27,"Green Island","Fished","West Salmon.Fished",2,3,"legal",0
"363",363,2014,2014-01-27,"Green Island","Fished","West Salmon.Fished",3,3,"legal",0
"364",364,2014,2014-01-27,"Green Island","Fished","West Salmon.Fished",3,3,"legal",0
"365",365,2014,2014-01-27,"Green Island","Fished","West Salmon.Fished",2,2,"legal",0
"366",366,2014,2014-01-27,"Green Island","Fished","West Salmon.Fished",2,2,"legal",0
"367",367,2014,2014-01-27,"Green Island","Fished","West Salmon.Fished",2,3,"legal",0
"368",368,2014,2014-01-27,"Green Island","Fished","West Salmon.Fished",3,0,"legal",1
"369",369,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",2,1,"legal",0
"370",370,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",2,2,"legal",0
"371",371,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",2,2,"legal",0
"372",372,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",4,2,"legal",2
"373",373,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",3,3,"legal",0
"374",374,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",4,3,"legal",0
"375",375,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",4,3,"legal",0
"376",376,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",3,3,"legal",0
"377",377,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",3,2,"legal",0
"378",378,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",2,2,"legal",0
"379",379,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",2,2,"legal",1
"380",380,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",2,2,"legal",2
"381",381,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",1,3,"legal",0
"382",382,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",1,0,"legal",0
"383",383,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",4,0,"legal",0
"384",384,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",3,0,"legal",0
"385",385,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",2,0,"legal",1
"386",386,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",4,1,"legal",0
"387",387,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",2,1,"legal",1
"388",388,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",2,0,"legal",0
"389",389,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",2,1,"legal",0
"390",390,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",2,1,"legal",0
"391",391,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",2,1,"legal",1
"392",392,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",3,1,"legal",1
"393",393,2014,2014-01-27,"Green Island","Fished","Strickland Bay.Fished",2,3,"legal",0
"394",394,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",2,1,"legal",0
"395",395,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",1,1,"legal",0
"396",396,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",1,1,"legal",0
"397",397,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",1,1,"legal",0
"398",398,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",1,1,"legal",0
"399",399,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",1,2,"legal",0
"400",400,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",2,1,"legal",0
"401",401,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",3,1,"legal",0
"402",402,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",3,2,"legal",0
"403",403,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",2,2,"legal",0
"404",404,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",2,2,"legal",0
"405",405,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",1,2,"legal",0
"406",406,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",1,2,"legal",0
"407",407,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",1,3,"legal",0
"408",408,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",3,2,"legal",0
"409",409,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",2,2,"legal",0
"410",410,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",1,1,"legal",0
"411",411,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",1,1,"legal",0
"412",412,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",3,1,"legal",0
"413",413,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",0,1,"legal",0
"414",414,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",0,2,"legal",0
"415",415,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",1,1,"legal",0
"416",416,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",3,1,"legal",0
"417",417,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",2,1,"legal",0
"418",418,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",3,2,"legal",0
"419",419,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",1,3,"legal",0
"420",420,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",1,3,"legal",0
"421",421,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",3,1,"legal",0
"422",422,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",0,2,"legal",0
"423",423,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",1,3,"legal",0
"424",424,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",1,1,"legal",0
"425",425,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",3,1,"legal",0
"426",426,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",3,1,"legal",1
"427",427,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",3,2,"legal",0
"428",428,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",3,2,"legal",0
"429",429,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",3,2,"legal",0
"430",430,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",3,2,"legal",0
"431",431,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",3,2,"legal",0
"432",432,2015,2015-01-22,"Armstrong Bay","No-take","Little Armstrong.No-take",2,2,"legal",0
"433",433,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",2,2,"legal",0
"434",434,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",2,2,"legal",0
"435",435,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",3,1,"legal",0
"436",436,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",0,2,"legal",0
"437",437,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",2,1,"legal",0
"438",438,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",1,2,"legal",0
"439",439,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",2,2,"legal",0
"440",440,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",2,2,"legal",0
"441",441,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",3,2,"legal",0
"442",442,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",2,1,"legal",0
"443",443,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",2,1,"legal",0
"444",444,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",2,1,"legal",0
"445",445,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",1,1,"legal",0
"446",446,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",1,1,"legal",0
"447",447,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",1,1,"legal",0
"448",448,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",2,1,"legal",0
"449",449,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",3,1,"legal",0
"450",450,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",1,1,"legal",0
"451",451,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",1,2,"legal",0
"452",452,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",2,2,"legal",0
"453",453,2015,2015-01-29,"Armstrong Bay","Fished","City of York.Fished",3,2,"legal",0
"454",454,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,3,"legal",0
"455",455,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,2,"legal",0
"456",456,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,1,"legal",0
"457",457,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,3,"legal",0
"458",458,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,3,"legal",0
"459",459,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,1,"legal",0
"460",460,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,3,"legal",0
"461",461,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,1,"legal",0
"462",462,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",4,3,"legal",0
"463",463,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,2,"legal",0
"464",464,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",1,2,"legal",0
"465",465,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",1,2,"legal",0
"466",466,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",3,1,"legal",0
"467",467,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",2,1,"legal",0
"468",468,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",1,2,"legal",0
"469",469,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",3,2,"legal",0
"470",470,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",1,3,"legal",0
"471",471,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",0,2,"legal",0
"472",472,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",2,2,"legal",0
"473",473,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",1,2,"legal",0
"474",474,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",1,2,"legal",0
"475",475,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",4,1,"legal",0
"476",476,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",3,3,"legal",0
"477",477,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",4,1,"legal",0
"478",478,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",1,2,"legal",0
"479",479,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",1,2,"legal",0
"480",480,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",1,1,"legal",0
"481",481,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",1,2,"legal",0
"482",482,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",4,2,"legal",0
"483",483,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",1,2,"legal",0
"484",484,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",0,2,"legal",0
"485",485,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",1,1,"legal",0
"486",486,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",1,1,"legal",0
"487",487,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",3,2,"legal",0
"488",488,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",3,1,"legal",0
"489",489,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",4,1,"legal",0
"490",490,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",3,1,"legal",0
"491",491,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",3,1,"legal",0
"492",492,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",3,1,"legal",0
"493",493,2015,2015-01-25,"Armstrong Bay","Fished","Ricey Beach.Fished",2,2,"legal",0
"494",494,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,3,"legal",0
"495",495,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",2,3,"legal",0
"496",496,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,2,"legal",0
"497",497,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,2,"legal",0
"498",498,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,3,"legal",0
"499",499,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",4,3,"legal",0
"500",500,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",4,3,"legal",0
"501",501,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,3,"legal",0
"502",502,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",0,0,"legal",0
"503",503,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,2,"legal",0
"504",504,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,2,"legal",0
"505",505,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,2,"legal",0
"506",506,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,1,"legal",1
"507",507,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",2,2,"legal",0
"508",508,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",2,3,"legal",0
"509",509,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,1,"legal",0
"510",510,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",0,2,"legal",0
"511",511,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,3,"legal",0
"512",512,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",1,2,"legal",0
"513",513,2015,2015-01-23,"Armstrong Bay","Fished","Parakeet Bay.Fished",3,2,"legal",0
"514",514,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",1,1,"legal",0
"515",515,2015,2015-01-23,"Armstrong Bay","Fished","Geordie Bay.Fished",3,2,"legal",0
