"sample.no","complexity","algal.cover","","sanctuary","status","site.new","year"
804,1,2,NA,"Green Island","Fished","West Salmon.Fished",2015
805,1,2,NA,"Green Island","Fished","West Salmon.Fished",2015
806,3,2,NA,"Green Island","Fished","West Salmon.Fished",2015
807,1,3,NA,"Green Island","Fished","West Salmon.Fished",2015
808,2,3,NA,"Green Island","Fished","West Salmon.Fished",2015
809,2,3,NA,"Green Island","Fished","West Salmon.Fished",2015
810,1,3,NA,"Green Island","Fished","West Salmon.Fished",2015
811,4,2,NA,"Green Island","Fished","West Salmon.Fished",2015
812,3,2,NA,"Green Island","Fished","West Salmon.Fished",2015
813,2,1,NA,"Green Island","Fished","West Salmon.Fished",2015
814,2,1,NA,"Green Island","Fished","West Salmon.Fished",2015
815,1,3,NA,"Green Island","Fished","West Salmon.Fished",2015
816,3,2,NA,"Parker Point","No-take","Little Salmon.No-take",2016
817,0,2,NA,"Parker Point","No-take","Little Salmon.No-take",2016
818,3,2,NA,"Parker Point","No-take","Little Salmon.No-take",2016
819,2,2,NA,"Parker Point","No-take","Little Salmon.No-take",2016
820,2,2,NA,"Parker Point","No-take","Little Salmon.No-take",2016
821,2,2,NA,"Parker Point","No-take","Little Salmon.No-take",2016
822,3,2,NA,"Parker Point","No-take","Little Salmon.No-take",2016
823,2,2,NA,"Parker Point","No-take","Little Salmon.No-take",2016
824,3,2,NA,"Parker Point","No-take","Little Salmon.No-take",2016
825,4,2,NA,"Parker Point","No-take","Little Salmon.No-take",2016
826,3,1,NA,"Parker Point","No-take","Little Salmon.No-take",2016
827,3,1,NA,"Parker Point","No-take","Little Salmon.No-take",2016
828,2,1,NA,"Parker Point","No-take","Little Salmon.No-take",2016
829,2,2,NA,"Parker Point","No-take","Little Salmon.No-take",2016
830,4,2,NA,"Parker Point","No-take","Little Salmon.No-take",2016
831,1,1,NA,"Parker Point","No-take","Little Salmon.No-take",2016
832,4,2,NA,"Parker Point","No-take","Little Salmon.No-take",2016
833,3,2,NA,"Parker Point","No-take","Little Salmon.No-take",2016
834,2,2,NA,"Parker Point","No-take","Little Salmon.No-take",2016
835,3,1,NA,"Parker Point","No-take","Little Salmon.No-take",2016
836,4,2,NA,"Parker Point","No-take","Little Salmon.No-take",2016
837,3,1,NA,"Parker Point","No-take","Little Salmon.No-take",2016
838,3,2,NA,"Parker Point","No-take","Little Salmon.No-take",2016
839,2,1,NA,"Parker Point","No-take","Little Salmon.No-take",2016
840,3,1,NA,"Parker Point","No-take","Little Salmon.No-take",2016
841,3,1,NA,"Parker Point","No-take","Little Salmon.No-take",2016
842,4,2,NA,"Parker Point","No-take","Little Salmon.No-take",2016
843,4,2,NA,"Parker Point","No-take","Little Salmon.No-take",2016
844,3,2,NA,"Parker Point","No-take","Little Salmon.No-take",2016
845,0,2,NA,"Parker Point","No-take","Little Salmon.No-take",2016
846,3,2,NA,"Parker Point","No-take","Salmon Bay.No-take",2016
847,2,2,NA,"Parker Point","No-take","Salmon Bay.No-take",2016
848,2,2,NA,"Parker Point","No-take","Salmon Bay.No-take",2016
849,3,3,NA,"Parker Point","No-take","Salmon Bay.No-take",2016
850,3,3,NA,"Parker Point","No-take","Salmon Bay.No-take",2016
851,2,2,NA,"Parker Point","No-take","Salmon Bay.No-take",2016
852,4,2,NA,"Parker Point","No-take","Salmon Bay.No-take",2016
853,2,2,NA,"Parker Point","No-take","Salmon Bay.No-take",2016
854,3,1,NA,"Parker Point","No-take","Salmon Bay.No-take",2016
855,3,1,NA,"Parker Point","No-take","Salmon Bay.No-take",2016
856,2,1,NA,"Parker Point","No-take","Salmon Bay.No-take",2016
857,2,1,NA,"Parker Point","No-take","Salmon Bay.No-take",2016
858,4,1,NA,"Parker Point","No-take","Salmon Bay.No-take",2016
859,3,2,NA,"Parker Point","No-take","Salmon Bay.No-take",2016
860,2,1,NA,"Parker Point","No-take","Salmon Bay.No-take",2016
861,3,2,NA,"Parker Point","No-take","Salmon Bay.No-take",2016
862,4,2,NA,"Parker Point","No-take","Salmon Bay.No-take",2016
863,4,2,NA,"Parker Point","No-take","Salmon Bay.No-take",2016
864,2,2,NA,"Parker Point","No-take","Salmon Bay.No-take",2016
865,4,2,NA,"Parker Point","No-take","Salmon Bay.No-take",2016
866,3,2,NA,"Parker Point","No-take","Salmon Bay.No-take",2016
867,3,2,NA,"Parker Point","No-take","Salmon Bay.No-take",2016
868,3,2,NA,"Parker Point","No-take","Salmon Bay.No-take",2016
869,3,2,NA,"Parker Point","No-take","Salmon Bay.No-take",2016
870,4,2,NA,"Parker Point","No-take","Salmon Bay.No-take",2016
871,2,1,NA,"Parker Point","No-take","Salmon Bay.No-take",2016
872,4,1,NA,"Parker Point","No-take","Salmon Bay.No-take",2016
873,4,1,NA,"Parker Point","No-take","Salmon Bay.No-take",2016
874,1,2,NA,"Parker Point","No-take","Salmon Bay.No-take",2016
875,4,2,NA,"Parker Point","No-take","Salmon Bay.No-take",2016
876,3,2,NA,"Armstrong Bay","No-take","Parakeet Bay.No-take",2016
877,4,2,NA,"Armstrong Bay","No-take","Parakeet Bay.No-take",2016
878,2,2,NA,"Armstrong Bay","No-take","Parakeet Bay.No-take",2016
879,3,2,NA,"Armstrong Bay","No-take","Parakeet Bay.No-take",2016
880,2,2,NA,"Armstrong Bay","No-take","Parakeet Bay.No-take",2016
881,3,2,NA,"Armstrong Bay","No-take","Parakeet Bay.No-take",2016
882,1,2,NA,"Armstrong Bay","No-take","Parakeet Bay.No-take",2016
883,4,2,NA,"Armstrong Bay","No-take","Parakeet Bay.No-take",2016
884,4,2,NA,"Armstrong Bay","No-take","Parakeet Bay.No-take",2016
885,3,2,NA,"Armstrong Bay","No-take","Parakeet Bay.No-take",2016
886,3,3,NA,"Armstrong Bay","No-take","Parakeet Bay.No-take",2016
887,2,3,NA,"Armstrong Bay","No-take","Parakeet Bay.No-take",2016
888,2,3,NA,"Armstrong Bay","No-take","Parakeet Bay.No-take",2016
889,2,3,NA,"Armstrong Bay","No-take","Parakeet Bay.No-take",2016
890,2,3,NA,"Armstrong Bay","No-take","Parakeet Bay.No-take",2016
891,2,3,NA,"Armstrong Bay","No-take","Parakeet Bay.No-take",2016
892,4,2,NA,"Armstrong Bay","No-take","Parakeet Bay.No-take",2016
893,4,2,NA,"Armstrong Bay","No-take","Parakeet Bay.No-take",2016
894,2,2,NA,"Armstrong Bay","No-take","Parakeet Bay.No-take",2016
895,2,3,NA,"Armstrong Bay","No-take","Parakeet Bay.No-take",2016
896,2,2,NA,"Armstrong Bay","No-take","Parakeet Bay.No-take",2016
897,4,2,NA,"Armstrong Bay","No-take","Parakeet Bay.No-take",2016
898,4,2,NA,"Armstrong Bay","No-take","Parakeet Bay.No-take",2016
899,2,1,NA,"Armstrong Bay","No-take","Parakeet Bay.No-take",2016
900,2,2,NA,"Armstrong Bay","No-take","Parakeet Bay.No-take",2016
901,3,2,NA,"Armstrong Bay","No-take","Parakeet Bay.No-take",2016
902,3,2,NA,"Armstrong Bay","No-take","Parakeet Bay.No-take",2016
903,2,2,NA,"Armstrong Bay","No-take","Parakeet Bay.No-take",2016
904,3,2,NA,"Armstrong Bay","No-take","Parakeet Bay.No-take",2016
905,1,2,NA,"Armstrong Bay","No-take","Parakeet Bay.No-take",2016
906,3,2,NA,"Green Island","No-take","Green Island.No-take",2016
907,2,2,NA,"Green Island","No-take","Green Island.No-take",2016
908,4,2,NA,"Green Island","No-take","Green Island.No-take",2016
909,2,2,NA,"Green Island","No-take","Green Island.No-take",2016
910,1,2,NA,"Green Island","No-take","Green Island.No-take",2016
911,2,2,NA,"Green Island","No-take","Green Island.No-take",2016
912,4,1,NA,"Green Island","No-take","Green Island.No-take",2016
913,4,2,NA,"Green Island","No-take","Green Island.No-take",2016
914,4,1,NA,"Green Island","No-take","Green Island.No-take",2016
915,4,2,NA,"Green Island","No-take","Green Island.No-take",2016
916,2,2,NA,"Green Island","No-take","Green Island.No-take",2016
917,2,2,NA,"Green Island","No-take","Green Island.No-take",2016
918,2,3,NA,"Green Island","No-take","Green Island.No-take",2016
919,2,2,NA,"Green Island","No-take","Green Island.No-take",2016
920,2,1,NA,"Green Island","No-take","Green Island.No-take",2016
921,2,2,NA,"Green Island","No-take","Green Island.No-take",2016
922,2,3,NA,"Green Island","No-take","Green Island.No-take",2016
923,2,3,NA,"Green Island","No-take","Green Island.No-take",2016
924,2,2,NA,"Green Island","No-take","Green Island.No-take",2016
925,4,2,NA,"Green Island","No-take","Green Island.No-take",2016
926,3,2,NA,"Green Island","No-take","Green Island.No-take",2016
927,3,3,NA,"Green Island","No-take","Green Island.No-take",2016
928,2,2,NA,"Green Island","No-take","Green Island.No-take",2016
929,2,2,NA,"Green Island","No-take","Green Island.No-take",2016
930,0,2,NA,"Green Island","No-take","Green Island.No-take",2016
931,0,2,NA,"Green Island","No-take","Green Island.No-take",2016
932,0,2,NA,"Green Island","No-take","Green Island.No-take",2016
933,0,2,NA,"Green Island","No-take","Green Island.No-take",2016
934,2,2,NA,"Green Island","No-take","Green Island.No-take",2016
935,2,2,NA,"Green Island","No-take","Green Island.No-take",2016
936,3,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2016
937,4,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2016
938,1,1,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2016
939,3,3,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2016
940,2,3,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2016
941,1,3,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2016
942,2,3,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2016
943,2,3,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2016
944,2,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2016
945,3,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2016
946,2,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2016
947,2,3,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2016
948,2,1,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2016
949,2,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2016
950,2,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2016
951,3,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2016
952,2,3,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2016
953,2,3,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2016
954,2,3,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2016
955,4,3,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2016
956,0,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2016
957,1,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2016
958,2,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2016
959,0,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2016
960,0,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2016
961,1,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2016
962,2,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2016
963,3,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2016
964,1,1,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2016
965,2,2,NA,"Armstrong Bay","Fished","Geordie Bay.Fished",2016
966,3,2,NA,"Green Island","Fished","Strickland Bay.Fished",2016
967,3,2,NA,"Green Island","Fished","Strickland Bay.Fished",2016
968,4,2,NA,"Green Island","Fished","Strickland Bay.Fished",2016
969,3,2,NA,"Green Island","Fished","Strickland Bay.Fished",2016
970,2,2,NA,"Green Island","Fished","Strickland Bay.Fished",2016
971,3,3,NA,"Green Island","Fished","Strickland Bay.Fished",2016
972,3,2,NA,"Green Island","Fished","Strickland Bay.Fished",2016
973,3,2,NA,"Green Island","Fished","Strickland Bay.Fished",2016
974,3,2,NA,"Green Island","Fished","Strickland Bay.Fished",2016
975,3,0,NA,"Green Island","Fished","Strickland Bay.Fished",2016
976,4,2,NA,"Green Island","Fished","Strickland Bay.Fished",2016
977,4,2,NA,"Green Island","Fished","Strickland Bay.Fished",2016
978,2,3,NA,"Green Island","Fished","Strickland Bay.Fished",2016
979,3,3,NA,"Green Island","Fished","Strickland Bay.Fished",2016
980,2,3,NA,"Green Island","Fished","Strickland Bay.Fished",2016
981,2,2,NA,"Green Island","Fished","Strickland Bay.Fished",2016
982,2,2,NA,"Green Island","Fished","Strickland Bay.Fished",2016
983,2,3,NA,"Green Island","Fished","Strickland Bay.Fished",2016
984,2,2,NA,"Green Island","Fished","Strickland Bay.Fished",2016
985,2,2,NA,"Green Island","Fished","Strickland Bay.Fished",2016
986,2,2,NA,"Green Island","Fished","Strickland Bay.Fished",2016
987,1,2,NA,"Green Island","Fished","Strickland Bay.Fished",2016
988,3,2,NA,"Green Island","Fished","Strickland Bay.Fished",2016
989,3,2,NA,"Green Island","Fished","Strickland Bay.Fished",2016
990,2,2,NA,"Green Island","Fished","Strickland Bay.Fished",2016
991,0,2,NA,"Green Island","Fished","Strickland Bay.Fished",2016
992,3,2,NA,"Green Island","Fished","Strickland Bay.Fished",2016
993,3,2,NA,"Green Island","Fished","Strickland Bay.Fished",2016
994,3,2,NA,"Green Island","Fished","Strickland Bay.Fished",2016
995,4,2,NA,"Green Island","Fished","Strickland Bay.Fished",2016
996,3,2,NA,"Armstrong Bay","Fished","City of York.Fished",2016
997,2,1,NA,"Armstrong Bay","Fished","City of York.Fished",2016
998,3,2,NA,"Armstrong Bay","Fished","City of York.Fished",2016
999,3,2,NA,"Armstrong Bay","Fished","City of York.Fished",2016
1000,3,1,NA,"Armstrong Bay","Fished","City of York.Fished",2016
1001,4,2,NA,"Armstrong Bay","Fished","City of York.Fished",2016
1002,1,2,NA,"Armstrong Bay","Fished","City of York.Fished",2016
1003,1,1,NA,"Armstrong Bay","Fished","City of York.Fished",2016
1004,2,1,NA,"Armstrong Bay","Fished","City of York.Fished",2016
1005,2,1,NA,"Armstrong Bay","Fished","City of York.Fished",2016
1006,2,3,NA,"Armstrong Bay","Fished","City of York.Fished",2016
1007,2,3,NA,"Armstrong Bay","Fished","City of York.Fished",2016
1008,3,3,NA,"Armstrong Bay","Fished","City of York.Fished",2016
1009,2,3,NA,"Armstrong Bay","Fished","City of York.Fished",2016
1010,2,3,NA,"Armstrong Bay","Fished","City of York.Fished",2016
1011,2,3,NA,"Armstrong Bay","Fished","City of York.Fished",2016
1012,3,3,NA,"Armstrong Bay","Fished","City of York.Fished",2016
1013,2,2,NA,"Armstrong Bay","Fished","City of York.Fished",2016
1014,2,3,NA,"Armstrong Bay","Fished","City of York.Fished",2016
1015,2,3,NA,"Armstrong Bay","Fished","City of York.Fished",2016
1016,4,2,NA,"Armstrong Bay","Fished","City of York.Fished",2016
1017,3,1,NA,"Armstrong Bay","Fished","City of York.Fished",2016
1018,1,1,NA,"Armstrong Bay","Fished","City of York.Fished",2016
1019,3,2,NA,"Armstrong Bay","Fished","City of York.Fished",2016
1020,4,1,NA,"Armstrong Bay","Fished","City of York.Fished",2016
1021,2,2,NA,"Armstrong Bay","Fished","City of York.Fished",2016
1022,2,1,NA,"Armstrong Bay","Fished","City of York.Fished",2016
1023,2,2,NA,"Armstrong Bay","Fished","City of York.Fished",2016
1024,4,2,NA,"Armstrong Bay","Fished","City of York.Fished",2016
1025,3,1,NA,"Armstrong Bay","Fished","City of York.Fished",2016
1026,3,2,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2016
1027,3,1,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2016
1028,1,1,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2016
1029,3,1,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2016
1030,2,1,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2016
1031,3,1,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2016
1032,3,1,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2016
1033,1,2,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2016
1034,4,2,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2016
1035,2,7,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2016
1036,2,3,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2016
1037,2,3,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2016
1038,2,2,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2016
1039,2,3,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2016
1040,2,3,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2016
1041,2,3,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2016
1042,2,3,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2016
1043,4,3,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2016
1044,4,1,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2016
1045,4,1,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2016
1046,3,1,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2016
1047,4,3,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2016
1048,2,3,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2016
1049,4,3,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2016
1050,3,1,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2016
1051,3,3,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2016
1052,3,1,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2016
1053,3,2,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2016
1054,3,1,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2016
1055,3,2,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2016
1056,2,2,NA,"Parker Point","No-take","Parker Point.No-take",2016
1057,3,3,NA,"Parker Point","No-take","Parker Point.No-take",2016
1058,2,3,NA,"Parker Point","No-take","Parker Point.No-take",2016
1059,2,3,NA,"Parker Point","No-take","Parker Point.No-take",2016
1060,2,3,NA,"Parker Point","No-take","Parker Point.No-take",2016
1061,2,3,NA,"Parker Point","No-take","Parker Point.No-take",2016
1062,2,2,NA,"Parker Point","No-take","Parker Point.No-take",2016
1063,3,2,NA,"Parker Point","No-take","Parker Point.No-take",2016
1064,3,1,NA,"Parker Point","No-take","Parker Point.No-take",2016
1065,4,2,NA,"Parker Point","No-take","Parker Point.No-take",2016
1066,3,3,NA,"Parker Point","No-take","Parker Point.No-take",2016
1067,4,3,NA,"Parker Point","No-take","Parker Point.No-take",2016
