"sample.no","complexity","algal.cover","year.x","","sanctuary","status","site.new","year.y"
1860,2,2,2019,NA,"Green Island","No-take","Green Island.No-take",2019
1861,2,2,2019,NA,"Green Island","No-take","Green Island.No-take",2019
1862,3,2,2019,NA,"Green Island","No-take","Green Island.No-take",2019
1863,2,3,2019,NA,"Green Island","No-take","Green Island.No-take",2019
1864,2,0,2019,NA,"Green Island","No-take","Green Island.No-take",2019
1865,4,2,2019,NA,"Green Island","No-take","Green Island.No-take",2019
1866,0,2,2019,NA,"Green Island","No-take","Green Island.No-take",2019
1867,1,3,2019,NA,"Green Island","No-take","Green Island.No-take",2019
1868,3,2,2019,NA,"Green Island","No-take","Green Island.No-take",2019
1869,3,3,2019,NA,"Green Island","No-take","Green Island.No-take",2019
1870,3,3,2019,NA,"Green Island","No-take","Green Island.No-take",2019
1871,3,3,2019,NA,"Green Island","No-take","Green Island.No-take",2019
1872,4,3,2019,NA,"Green Island","No-take","Green Island.No-take",2019
1873,1,2,2019,NA,"Green Island","No-take","Green Island.No-take",2019
1874,2,2,2019,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2019
1875,3,3,2019,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2019
1876,3,2,2019,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2019
1877,2,3,2019,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2019
1878,2,1,2019,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2019
1879,3,2,2019,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2019
1880,2,2,2019,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2019
1881,1,2,2019,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2019
1882,2,2,2019,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2019
1883,1,2,2019,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2019
1884,2,2,2019,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2019
1885,2,2,2019,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2019
1886,2,1,2019,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2019
1887,3,3,2019,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2019
1888,4,3,2019,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2019
1889,3,3,2019,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2019
1890,3,3,2019,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2019
1891,4,1,2019,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2019
1892,3,2,2019,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2019
1893,4,2,2019,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2019
1894,3,3,2019,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2019
1895,4,3,2019,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2019
1896,1,3,2019,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2019
1897,1,3,2019,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2019
1898,1,2,2019,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2019
1899,2,2,2019,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2019
1900,2,2,2019,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2019
1901,3,2,2019,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2019
1902,2,1,2019,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2019
1903,2,2,2019,NA,"Armstrong Bay","Fished","Ricey Beach.Fished",2019
1904,2,3,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1905,3,3,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1906,4,3,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1907,2,3,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1908,2,2,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1909,1,3,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1910,2,3,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1911,3,2,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1912,3,2,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1913,3,2,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1914,3,2,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1915,3,2,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1916,4,3,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1917,3,2,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1918,3,3,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1919,4,3,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1920,4,2,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1921,3,2,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1922,2,2,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1923,4,2,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1924,4,3,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1925,2,3,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1926,1,3,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1927,3,3,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1928,3,3,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1929,3,2,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1930,3,2,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1931,3,2,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1932,3,1,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1933,2,3,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1934,2,2,2019,NA,"Parker Point","No-take","Little Salmon.No-take",2019
1935,1,3,2019,NA,"Armstrong Bay","Fished","City of York.Fished",2019
1936,1,3,2019,NA,"Armstrong Bay","Fished","City of York.Fished",2019
1937,1,3,2019,NA,"Armstrong Bay","Fished","City of York.Fished",2019
1938,1,3,2019,NA,"Armstrong Bay","Fished","City of York.Fished",2019
1939,1,3,2019,NA,"Armstrong Bay","Fished","City of York.Fished",2019
1940,1,3,2019,NA,"Armstrong Bay","Fished","City of York.Fished",2019
1941,0,3,2019,NA,"Armstrong Bay","Fished","City of York.Fished",2019
1942,3,3,2019,NA,"Armstrong Bay","Fished","City of York.Fished",2019
1943,1,3,2019,NA,"Armstrong Bay","Fished","City of York.Fished",2019
1944,1,3,2019,NA,"Armstrong Bay","Fished","City of York.Fished",2019
1945,3,3,2019,NA,"Armstrong Bay","Fished","City of York.Fished",2019
1946,2,3,2019,NA,"Armstrong Bay","Fished","City of York.Fished",2019
1947,3,3,2019,NA,"Armstrong Bay","Fished","City of York.Fished",2019
1948,3,3,2019,NA,"Armstrong Bay","Fished","City of York.Fished",2019
1949,2,3,2019,NA,"Armstrong Bay","Fished","City of York.Fished",2019
1950,2,0,2019,NA,"Armstrong Bay","Fished","City of York.Fished",2019
1951,3,1,2019,NA,"Armstrong Bay","Fished","City of York.Fished",2019
1952,3,0,2019,NA,"Armstrong Bay","Fished","City of York.Fished",2019
1953,3,1,2019,NA,"Armstrong Bay","Fished","City of York.Fished",2019
1954,1,0,2019,NA,"Armstrong Bay","Fished","City of York.Fished",2019
1955,3,1,2019,NA,"Armstrong Bay","Fished","City of York.Fished",2019
1956,3,1,2019,NA,"Armstrong Bay","Fished","City of York.Fished",2019
1957,3,1,2019,NA,"Armstrong Bay","Fished","City of York.Fished",2019
1958,3,1,2019,NA,"Armstrong Bay","Fished","City of York.Fished",2019
1959,3,1,2019,NA,"Armstrong Bay","Fished","City of York.Fished",2019
1960,2,1,2019,NA,"Armstrong Bay","Fished","City of York.Fished",2019
1961,3,1,2019,NA,"Armstrong Bay","Fished","City of York.Fished",2019
1962,3,0,2019,NA,"Armstrong Bay","Fished","City of York.Fished",2019
1963,3,0,2019,NA,"Armstrong Bay","Fished","City of York.Fished",2019
1964,2,1,2019,NA,"Armstrong Bay","Fished","City of York.Fished",2019
1965,3,2,2019,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2019
1966,4,1,2019,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2019
1967,4,1,2019,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2019
1968,3,2,2019,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2019
1969,3,3,2019,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2019
1970,4,2,2019,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2019
1971,4,2,2019,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2019
1972,1,2,2019,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2019
1973,1,1,2019,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2019
1974,4,1,2019,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2019
1975,4,3,2019,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2019
1976,3,2,2019,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2019
1977,3,2,2019,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2019
1978,4,1,2019,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2019
1979,3,2,2019,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2019
1980,4,2,2019,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2019
1981,3,1,2019,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2019
1982,1,1,2019,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2019
1983,2,2,2019,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2019
1984,4,1,2019,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2019
1985,1,1,2019,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2019
1986,3,0,2019,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2019
1987,1,1,2019,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2019
1988,3,0,2019,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2019
1989,3,1,2019,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2019
1990,1,1,2019,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2019
1991,3,0,2019,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2019
1992,2,1,2019,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2019
1993,3,0,2019,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2019
1994,3,0,2019,NA,"Armstrong Bay","No-take","Little Armstrong.No-take",2019
1995,3,3,2019,NA,"Parker Point","Fished","Parker Point.Fished",2019
1996,2,4,2019,NA,"Parker Point","Fished","Parker Point.Fished",2019
1997,3,4,2019,NA,"Parker Point","Fished","Parker Point.Fished",2019
1998,3,2,2019,NA,"Parker Point","Fished","Parker Point.Fished",2019
1999,3,3,2019,NA,"Parker Point","Fished","Parker Point.Fished",2019
2000,1,3,2019,NA,"Parker Point","Fished","Parker Point.Fished",2019
2001,3,3,2019,NA,"Parker Point","Fished","Parker Point.Fished",2019
2002,1,2,2019,NA,"Parker Point","Fished","Parker Point.Fished",2019
2003,3,4,2019,NA,"Parker Point","Fished","Parker Point.Fished",2019
2004,3,2,2019,NA,"Parker Point","Fished","Parker Point.Fished",2019
2005,1,2,2019,NA,"Parker Point","Fished","Parker Point.Fished",2019
2006,0,3,2019,NA,"Parker Point","Fished","Parker Point.Fished",2019
2007,0,1,2019,NA,"Parker Point","Fished","Parker Point.Fished",2019
2008,4,3,2019,NA,"Parker Point","Fished","Parker Point.Fished",2019
2009,3,3,2019,NA,"Parker Point","Fished","Parker Point.Fished",2019
2010,4,3,2019,NA,"Parker Point","Fished","Parker Point.Fished",2019
2011,3,3,2019,NA,"Parker Point","Fished","Parker Point.Fished",2019
2012,3,3,2019,NA,"Parker Point","Fished","Parker Point.Fished",2019
2013,2,2,2019,NA,"Parker Point","Fished","Parker Point.Fished",2019
2014,4,1,2019,NA,"Parker Point","Fished","Parker Point.Fished",2019
2015,2,2,2019,NA,"Parker Point","Fished","Parker Point.Fished",2019
2016,1,2,2019,NA,"Parker Point","Fished","Parker Point.Fished",2019
2017,1,1,2019,NA,"Parker Point","Fished","Parker Point.Fished",2019
2018,3,1,2019,NA,"Parker Point","Fished","Parker Point.Fished",2019
2019,2,1,2019,NA,"Parker Point","Fished","Parker Point.Fished",2019
2020,3,1,2019,NA,"Parker Point","Fished","Parker Point.Fished",2019
2021,2,1,2019,NA,"Parker Point","Fished","Parker Point.Fished",2019
2022,2,1,2019,NA,"Parker Point","Fished","Parker Point.Fished",2019
2023,3,1,2019,NA,"Parker Point","Fished","Parker Point.Fished",2019
2024,2,2,2019,NA,"Parker Point","Fished","Parker Point.Fished",2019
2025,2,3,2019,NA,"Green Island","No-take","Mary Cove.No-take",2019
2026,1,3,2019,NA,"Green Island","No-take","Mary Cove.No-take",2019
2027,4,3,2019,NA,"Green Island","No-take","Mary Cove.No-take",2019
2028,1,3,2019,NA,"Green Island","No-take","Mary Cove.No-take",2019
2029,4,3,2019,NA,"Green Island","No-take","Mary Cove.No-take",2019
2030,2,3,2019,NA,"Green Island","No-take","Mary Cove.No-take",2019
2031,3,3,2019,NA,"Green Island","No-take","Mary Cove.No-take",2019
2032,3,3,2019,NA,"Green Island","No-take","Mary Cove.No-take",2019
2033,4,1,2019,NA,"Green Island","No-take","Mary Cove.No-take",2019
2034,2,1,2019,NA,"Green Island","No-take","Mary Cove.No-take",2019
2035,3,2,2019,NA,"Green Island","No-take","Mary Cove.No-take",2019
2036,3,2,2019,NA,"Green Island","No-take","Mary Cove.No-take",2019
2037,3,2,2019,NA,"Green Island","No-take","Mary Cove.No-take",2019
2038,4,1,2019,NA,"Green Island","No-take","Mary Cove.No-take",2019
2039,2,2,2019,NA,"Green Island","No-take","Mary Cove.No-take",2019
2040,2,3,2019,NA,"Green Island","No-take","Mary Cove.No-take",2019
2041,3,2,2019,NA,"Green Island","No-take","Mary Cove.No-take",2019
2042,3,2,2019,NA,"Green Island","No-take","Mary Cove.No-take",2019
2043,2,2,2019,NA,"Green Island","No-take","Mary Cove.No-take",2019
2044,2,2,2019,NA,"Green Island","No-take","Mary Cove.No-take",2019
2045,4,3,2019,NA,"Green Island","No-take","Mary Cove.No-take",2019
2046,2,2,2019,NA,"Green Island","No-take","Mary Cove.No-take",2019
2047,4,3,2019,NA,"Green Island","No-take","Mary Cove.No-take",2019
2048,3,3,2019,NA,"Green Island","No-take","Mary Cove.No-take",2019
2049,3,3,2019,NA,"Green Island","No-take","Mary Cove.No-take",2019
2050,3,3,2019,NA,"Green Island","No-take","Mary Cove.No-take",2019
2051,3,3,2019,NA,"Green Island","No-take","Mary Cove.No-take",2019
2052,3,3,2019,NA,"Green Island","No-take","Mary Cove.No-take",2019
2053,3,3,2019,NA,"Green Island","No-take","Mary Cove.No-take",2019
2054,2,3,2019,NA,"Green Island","No-take","Mary Cove.No-take",2019
2055,3,3,2019,NA,"Parker Point","Fished","Fairbridge.Fished",2019
2056,2,3,2019,NA,"Parker Point","Fished","Fairbridge.Fished",2019
2057,3,3,2019,NA,"Parker Point","Fished","Fairbridge.Fished",2019
2058,2,3,2019,NA,"Parker Point","Fished","Fairbridge.Fished",2019
2059,3,2,2019,NA,"Parker Point","Fished","Fairbridge.Fished",2019
2060,2,3,2019,NA,"Parker Point","Fished","Fairbridge.Fished",2019
2061,2,2,2019,NA,"Parker Point","Fished","Fairbridge.Fished",2019
2062,3,3,2019,NA,"Parker Point","Fished","Fairbridge.Fished",2019
2063,3,3,2019,NA,"Parker Point","Fished","Fairbridge.Fished",2019
2064,3,3,2019,NA,"Parker Point","Fished","Fairbridge.Fished",2019
2065,2,2,2019,NA,"Parker Point","Fished","Fairbridge.Fished",2019
2066,4,2,2019,NA,"Parker Point","Fished","Fairbridge.Fished",2019
2067,1,1,2019,NA,"Parker Point","Fished","Fairbridge.Fished",2019
2068,3,1,2019,NA,"Parker Point","Fished","Fairbridge.Fished",2019
2069,1,1,2019,NA,"Parker Point","Fished","Fairbridge.Fished",2019
2070,2,1,2019,NA,"Parker Point","Fished","Fairbridge.Fished",2019
2071,0,2,2019,NA,"Parker Point","Fished","Fairbridge.Fished",2019
2072,3,1,2019,NA,"Parker Point","Fished","Fairbridge.Fished",2019
2073,2,1,2019,NA,"Parker Point","Fished","Fairbridge.Fished",2019
2074,1,1,2019,NA,"Parker Point","Fished","Fairbridge.Fished",2019
2075,2,1,2019,NA,"Parker Point","Fished","Fairbridge.Fished",2019
2076,3,1,2019,NA,"Parker Point","Fished","Fairbridge.Fished",2019
2077,3,1,2019,NA,"Parker Point","Fished","Fairbridge.Fished",2019
2078,3,1,2019,NA,"Parker Point","Fished","Fairbridge.Fished",2019
2079,2,2,2019,NA,"Parker Point","Fished","Fairbridge.Fished",2019
2080,2,1,2019,NA,"Parker Point","Fished","Fairbridge.Fished",2019
2081,2,1,2019,NA,"Parker Point","Fished","Fairbridge.Fished",2019
2082,2,1,2019,NA,"Parker Point","Fished","Fairbridge.Fished",2019
2083,1,1,2019,NA,"Parker Point","Fished","Fairbridge.Fished",2019
2084,2,2,2019,NA,"Parker Point","Fished","Fairbridge.Fished",2019
2085,2,3,2019,NA,"Green Island","Fished","Salmon Bay.Fished",2019
2086,3,2,2019,NA,"Green Island","Fished","Salmon Bay.Fished",2019
2087,2,3,2019,NA,"Green Island","Fished","Salmon Bay.Fished",2019
2088,2,2,2019,NA,"Green Island","Fished","Salmon Bay.Fished",2019
2089,2,2,2019,NA,"Green Island","Fished","Salmon Bay.Fished",2019
2090,3,3,2019,NA,"Green Island","Fished","Salmon Bay.Fished",2019
2091,2,3,2019,NA,"Green Island","Fished","Salmon Bay.Fished",2019
2092,1,3,2019,NA,"Green Island","Fished","Salmon Bay.Fished",2019
2093,1,2,2019,NA,"Green Island","Fished","Salmon Bay.Fished",2019
2094,2,3,2019,NA,"Green Island","Fished","Salmon Bay.Fished",2019
2095,4,3,2019,NA,"Green Island","Fished","Salmon Bay.Fished",2019
2096,2,1,2019,NA,"Green Island","Fished","Salmon Bay.Fished",2019
2097,3,2,2019,NA,"Green Island","Fished","Salmon Bay.Fished",2019
2098,1,2,2019,NA,"Green Island","Fished","Salmon Bay.Fished",2019
2099,2,2,2019,NA,"Green Island","Fished","Salmon Bay.Fished",2019
2100,1,2,2019,NA,"Green Island","Fished","Salmon Bay.Fished",2019
2101,3,2,2019,NA,"Green Island","Fished","Salmon Bay.Fished",2019
2102,2,2,2019,NA,"Green Island","Fished","Salmon Bay.Fished",2019
2103,2,2,2019,NA,"Green Island","Fished","Salmon Bay.Fished",2019
2104,1,2,2019,NA,"Green Island","Fished","Salmon Bay.Fished",2019
2105,3,2,2019,NA,"Green Island","Fished","Salmon Bay.Fished",2019
2106,3,3,2019,NA,"Green Island","Fished","Salmon Bay.Fished",2019
2107,3,2,2019,NA,"Green Island","Fished","Salmon Bay.Fished",2019
2108,2,1,2019,NA,"Green Island","Fished","Salmon Bay.Fished",2019
2109,2,1,2019,NA,"Green Island","Fished","Salmon Bay.Fished",2019
2110,3,1,2019,NA,"Green Island","Fished","Salmon Bay.Fished",2019
2111,2,1,2019,NA,"Green Island","Fished","Salmon Bay.Fished",2019
2112,2,1,2019,NA,"Green Island","Fished","Salmon Bay.Fished",2019
2113,2,1,2019,NA,"Green Island","Fished","Salmon Bay.Fished",2019
2114,2,1,2019,NA,"Green Island","Fished","Salmon Bay.Fished",2019
2115,1,1,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
2116,4,3,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
2117,2,1,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
2118,2,2,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
2119,3,1,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
2120,1,2,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
2121,1,2,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
2122,3,2,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
2123,3,3,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
2124,3,2,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
2125,2,2,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
2126,2,2,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
2127,3,1,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
2128,2,3,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
2129,2,1,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
2130,3,2,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
2131,3,2,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
2132,3,2,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
2133,3,1,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
2134,1,1,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
2135,4,2,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
2136,4,2,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
2137,1,3,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
2138,2,3,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
2139,4,2,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
2140,3,3,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
2141,2,2,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
2142,1,2,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
2143,2,2,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
2144,2,2,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
2145,4,2,2019,NA,"Armstrong Bay","Fished","Parakeet Bay.Fished",2019
